smiles,scores,ref,Method,gene
CCCNC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccccc4F)ccc3OC2C(CO)O1,0.64,C(NC=1SC=2C(N1)=CC=C(C3=CN=C(C(=C3)NS(C4=CC=CC=C4F)(=O)=O)Cl)C2)(C)=O,Generate,AKT1
O=C(Nc1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(Cl)cc1,0.67,ClC1=CC=C(C(=O)NC=2C=C3NN=CC3=CC2)C=C1,Generate,AKT1
CC(C)NC(=O)Nc1ccc(CCCCCCCCCCCCCCCCCC(O)C(N)Cc2ccccc2)cc1,0.53,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,Generate,AKT1
Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)NC(C)(C)C)OCCCCC(C)O2,0.48,C12(CN(C[C@@H](CN(C3CCCCC3)S(C=4C(=NOC4C)C)(=O)=O)O)CCC1)OC=5C=CC(=CC5C(C2)=O)O,Generate,AKT1
CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.52,FC(F)(F)C1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CN)C=C1,Generate,AKT1
CC(C)(C)C(NC(=O)CCc1ccc(O)cc1)C(=O)NC1CC(=O)N(Cc2ccccc2)C1,0.6,C(N[C@H](C(=O)NCCN1C(C=CC1=O)=O)CC=2C=CC=CC2)(=O)OC(C)(C)C,Generate,AKT1
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.79,O=C(O)C=1N(C=2C(C1C=3C(=CC=CC3)C)=CC=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5,Generate,AKT1
COC(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)NCCCCN,0.83,N(C(N)=N)CCC[C@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(N)=O)CCC(C)C)CN)CC1=CC=C(C=C1)O)=O)CCC)CCCNC(N)=N)CCCCN,Generate,AKT1
COc1ccc(CNC(=O)CC2CCC3C(COCC(O)CN3C(=O)Nc3ccc(F)cc3)O2)cc1,0.53,COC=1C=CC(O)=C(C(=O)C2=CC=C(CN[C@@H]3CCCNC[C@H]3NC(=O)C=4C=CN=CC4)C=C2)C1F,Generate,AKT1
CC(NC(=O)CC1CCC(NC(=O)c2ccc3c(c2)OCO3)C(CO)O1)c1ccccc1,0.56,O=C(NC(C1=CC=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2,Generate,AKT1
COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)Nc5ccc(C(F)(F)F)cc5)ccc4OC3C(CO)O2)cc1,0.63,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,Generate,AKT1
CC1CCCCOC(CN(C)S(=O)(=O)c2ccccc2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1,0.54,C12(CN(CCC1)CC(CN(S(C=3C(=NOC3C)C)(=O)=O)CC4=CC=CC=C4)O)OC=5C=CC(=CC5C(C2)=O)O,Generate,AKT1
CN(C)C(=O)CC1CC2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3OC2C(CO)O1,0.63,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,Generate,AKT1
CCCCCCCCCCCCCCCCCCCCCC(O)C(N)CO,0.69,P(O)(OCC(OC)COCCCCCCCCCCCCCCCCCC)(=O)OCC[N+](C)(C)C,Generate,AKT1
CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC1C(CO)CN(Cc2ccccc2)C1C,0.53,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,Generate,AKT1
O=C(NCCCN1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cc1,0.53,O=C(NCC1=CC=CC=C1)C2=CC=C(C=3C=CN=CC3)C=C2,Generate,AKT1
COc1ccc(CNC(=O)CC2CC3c4cc(NS(=O)(=O)c5ccc(F)cc5)ccc4OC3C(CO)O2)cc1,0.4,C(NC=1SC=2C(N1)=CC=C(C=3C=CC=C(C3)NS(C4=CC=C(C=C4)OC)(=O)=O)C2)(C)=O,Generate,AKT1
COc1ccccc1C=Cc1ccc(O)c(O)c1,0.48,OC=1C=C(C=C(C(=O)NCC2=CC=CC=C2)C#N)C=CC1O,Generate,AKT1
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.79,O=C(O)C=1N(C=2C(C1C=3C(=CC=CC3)C)=CC=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5,Generate,AKT1
COc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)c(OC)c1,0.88,ClC=1C=C2SC(=NC2=CC1)NC(=O)C3=C(OC)C=C(OC)C=C3,Generate,AKT1
CN(CCNc1nc2ccc(Cl)cc2s1)S(=O)(=O)c1ccc2c(c1)OCCO2,0.71,ClC=1C=C2SC(=NC2=CC1)NC(=O)C3=C(OC)C=C(OC)C=C3,Generate,AKT1
CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2,0.62,C1=CC(=CC2=CC=NC=C12)C(=O)NC[C@H](CC3=CC=C(C=C3)C(F)(F)F)N,Generate,AKT1
CC(C)NC(=O)Nc1ccc(CCCCCCCCCCCCCCCCCC(O)C(N)Cc2ccccc2)cc1,0.53,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,Generate,AKT1
COc1ccc(CN(C)CC2OCc3ccccc3-c3c(n(C)c4ccccc34)C(=O)N(C(C)CO)CC2C)cc1,0.82,O=C(O)C=1N(C=2C(C1C=3C(=CC=CC3)C)=CC=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5,Generate,AKT1
CC1CN(C(C)CO)S(=O)(=O)c2ccc(C=Cc3ccccc3)cc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.64,C1=CC(=CC2=CC=NC=C12)C(=O)NC[C@H](CC3=CC=C(C=C3)C(F)(F)F)N,Generate,AKT1
CC(C)(C)C(NC(=O)CCc1ccc(O)cc1)C(=O)NC1CC(=O)N(Cc2ccccc2)C1,0.6,C(N[C@H](C(=O)NCCN1C(C=CC1=O)=O)CC=2C=CC=CC2)(=O)OC(C)(C)C,Generate,AKT1
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.79,O=C(O)C=1N(C=2C(C1C=3C(=CC=CC3)C)=CC=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5,Generate,AKT1
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)Nc1cc(F)ccc1F,0.77,O=C(O)C=1N(C=2C(C1C=3C(=CC=CC3)C)=CC=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5,Generate,AKT1
CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)CC1CC1)O2,0.54,N=1C=NC(N2CCN(C(=O)C(CC3=CC=C(C=C3)C)CNC(C)C)CC2)=C4[C@@H](OCC41)C,Generate,AKT1
CN(C)c1ccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)c(C(F)(F)F)c1,0.77,FC(F)(F)C=1C=C2N=CC=C(NC(=O)NC=3N=C(C(F)(F)F)C=CC3)C2=CC1,Generate,AKT1
COc1ccc(NC(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1,0.36,O=C(NC1=CC=C(C=2C=C(C=CC2)C(=O)N)C=C1)NC3=CC(=CC=C3)C,Generate,AKT1
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,0.7,P(O[C@H]1[C@](CCC1)(CCCCCCCCCCCCCCCCCCCCCC)C(OCC)=O)(OCC[N+](C)(C)C)(O)=O,Generate,AKT1
COc1ccc(-c2ccc(C(=O)Nc3ccc(C(=O)Nc4ccccc4C(=O)NCc4ccccc4F)cc3)cc2)cc1,0.43,C(C=1C=CC(=CC1)NC2=NC(=NC=C2F)NC=3C=CC(=CC3)O)(=O)NC=4C(=CC=CC4)Cl,Generate,AKT1
CC1CCCCOC(CN(C)CC2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1,0.53,C12(CN(C[C@@H](CN(C3CCCCC3)S(C=4C(=NOC4C)C)(=O)=O)O)CCC1)OC=5C=CC(=CC5C(C2)=O)O,Generate,AKT1
CN(C)CCNC(=O)c1cccnc1,0.33,C1=C(C(C#N)=C(N=C1C(NCC=2C=CC=NC2)=O)OCC)N,Generate,AKT1
CCN(CC)CCOc1ccc(C(=O)Nc2cccc3cccnc23)cc1,0.71,O=C(N)C=1C=2NC(=NC2C=CC1)C3=CC=C(OCCN(CC)CC)C=C3,Generate,AKT1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNCCCNC(=O)C(NCCCc1ccc(I)cc1)C(C)C,0.57,P(O[C@H]1[C@](CCC1)(CCCCCCCCCCCCCCCCCCCCCC)C(OCC)=O)(OCC[N+](C)(C)C)(O)=O,Generate,AKT1
Cc1ccc(S(=O)(=O)NC2C=CC(CC(=O)NCc3cccc(-c4ccccc4)c3)OC2CO)cc1,0.46,C1=C(C=2C=C(OC[C@H](CC3=CC(=CC=C3)C4=CC=CC=C4)N)C=NC2)C=CC=5NN=C(C51)C,Generate,AKT1
CC(NC(=O)CC1CCC(NC(=O)c2cccnc2)C(CO)O1)c1ccccc1,0.59,O=C(NC(C1=CC=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2,Generate,AKT1
NC(=O)C(=Cc1ccc(O)c(O)c1)C(=O)c1ccc(O)cc1,0.68,OC=1C=C(C=C(C(=O)NCC2=CC=CC=C2)C#N)C=CC1O,Generate,AKT1
CN(CCNc1nc2ccc(Cl)cc2s1)S(=O)(=O)c1ccc2c(c1)OCCO2,0.71,ClC=1C=C2SC(=NC2=CC1)NC(=O)C3=C(OC)C=C(OC)C=C3,Generate,AKT1
COc1ccc(CNC(=O)CC2CC3c4cc(NS(=O)(=O)c5ccc(F)cc5)ccc4OC3C(CO)O2)cc1,0.4,C(NC=1SC=2C(N1)=CC=C(C=3C=CC=C(C3)NS(C4=CC=C(C=C4)OC)(=O)=O)C2)(C)=O,Generate,AKT1
CC1CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.51,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(C3=C4C(NN=C4C)=CC=C3)C=C2)=CC=C1,Generate,AKT1
CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1cnccn1)C(C)CO2,0.47,C(=O)(C1=C(NCC2=CN=C(C=C2)NC(NCC)=O)N=CS1)NC3=CC=C4C(=C3)OC(O4)(F)F,Generate,AKT1
CCCNC(=O)N(C)CC1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N(C(C)CO)CC1C,0.8,O=C(O)C=1N(C=2C(C1C=3C(=CC=CC3)C)=CC=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5,Generate,AKT1
CN(CCOc1ccc(C#N)cc1)c1nc2ccccc2[nH]1,0.46,O=C(N)C=1C=2NC(=NC2C=CC1)C3=CC=C(OCCN(CC)CC)C=C3,Generate,AKT1
CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1,0.7,C1=CC(=CC2=CC=NC=C12)C(=O)NC[C@H](CC3=CC=C(C=C3)C(F)(F)F)N,Generate,AKT1
CCCNC(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1,0.55,S(=O)(=O)(O)C=1C=2C(C(NCC=3C=C4OCOC4=CC3)=CC1)=C(O)C=CC2,Generate,AKT1
Cc1ccccc1CCNC(=O)CCC(C(=O)Nc1ccccc1C(F)(F)F)c1ccccc1C(C)(C)C,0.55,S1C2=C(C(C3=CC=C(NC(=O)NC=4C(C(F)(F)F)=CC=CC4)C=C3)=C1)C(=NC=C2)N,Generate,AKT1
CC1CCCCOC(CN(C)Cc2ccc(Oc3ccccc3)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O1,0.77,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,Generate,AKT1
CN1CCN(C(=O)CC2OC(NC(=O)Nc3cccc(F)c3)CC(CO)C2c2cccc(C#N)c2)CC1,0.45,FC1=CC(NC(=O)NC2=CC=C(NC(=O)C3=C4N(N=CN=C4N)C=C3)C=C2)=CC=C1,Generate,AKT1
CCc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1,0.71,ClC1=CC=C(C(=O)NC=2C=C3NN=CC3=CC2)C=C1,Generate,AKT1
CC(C)(C)c1cccc(CNCCCNC(=O)CC2OC(CO)C(O)C(O)C2O)c1,0.84,C=1C=CC=C(C(NCCCC(NC2OC(C(C(C2O)O)O)CO)=O)=O)C1,Generate,AKT1
CCNC(=O)CC1CC2c3cc(NC(=O)Cc4ccncc4)ccc3OC2C(CO)O1,0.33,ClC1=CC=C(C=C1)NC(=O)C2=C(NCC3=CC=NC=C3)C=CC=C2,Generate,AKT1
CCC(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCCCCNC,0.63,N(C(N)=N)CCC[C@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(N)=O)CCC(C)C)CN)CC1=CC=C(C=C1)O)=O)CCC)CCCNC(N)=N)CCCCN,Generate,AKT1
CC(=O)NC(Cc1cn(C)c2ccccc12)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCCc1cn(C)c2ccccc12,0.7,N(C(N)=N)CCC[C@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(N)=O)CCC(C)C)CN)CC1=CC=C(C=C1)O)=O)CCC)CCCNC(N)=N)CCCCN,Generate,AKT1
Cc1ccc(CNc2ncnc3ccc(-c4ccc(F)cc4)cc23)cc1,0.56,C1(=CC=C2N=CN=C(C2=C1)NCCC3=CC=C(C=C3)OC4=CC=CC=C4)N,Generate,AKT1
CC(C)(C)c1ccc(C(=O)Nc2ncnc3ccc(C(=O)NCCO)cc23)cc1,0.54,C1(=CC=C2C(=C1)C(NC=3C=C(C=CC3)Br)=NC=N2)NC(CC)=O,Generate,AKT1
Cc1ccc(S(=O)(=O)Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc(C(=O)NCCO)cc23)cc1,0.48,C(=O)(NC=1SC=2C(N1)=CC=C(C=3C=CN=C(N3)NS(C4=CC=C(C=C4)C)(=O)=O)C2)C,Generate,AKT1
Cc1cc(C(=O)N(C)CC2OCc3cnnn3CCCC(=O)N(C(C)CO)CC2C)no1,0.48,N=1C=NC(N2CCN(C(=O)C(CC3=CC=C(C=C3)C)CNC(C)C)CC2)=C4[C@@H](OCC41)C,Generate,AKT1
COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,0.8,N1=CN=C(C2=CC(=C(C=C12)OC)OC)NC=3C=CC(=CC3)OCC=4C=CC=CC4,Cosine,AKT2
COCC(=O)N(C)C[C@H]1Oc2ncc(C#CC(C)(C)O)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO,0.38,[C@@]12(N3C4=C5C(C6=C(N5[C@H](O1)C[C@@]2(C(=O)OC)O)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,Cosine,AKT2
C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1,0.61,O(C=1C=C(C=NC1)CCC2=CC=CC=C2)CC3N(CCC3)C,Cosine,AKT2
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)C4CC4)cc3CC1=O,0.42,ClC1=CC=C([C@@H](CNC2CCC(OC)CC2)C(=O)N3CCN(CC3)C=4N=CN=C5C4[C@@H](C[C@H]5O)C)C=C1,Cosine,AKT2
COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1,0.4,O=C(NC(C1=CC(OC)=CC=C1)C)C2=CC=C(C3=C(C=NC=C3)C)C=C2,Cosine,AKT2
Cc1cccc(Nc2nn3c(=O)c4ccccc4nc3s2)c1,0.0,S1C=2N=C(O)N3N=C(N=C3C2C=C1)C=4C=CN=CC4,Cosine,AKT2
COc1ccc(CNC(=O)N(C)C[C@H]2OCc3ccccc3-c4c(C(=O)N(C[C@@H]2C)[C@@H](C)CO)n(C)c5ccccc45)cc1,0.47,C1=CC=C2C(C3=C4N2[C@]5(O[C@H](C[C@H]([C@H]5OC)N(C)C(=O)CCC(NCCC(NCCC(NCCC(N)=O)=O)=O)=O)N6C4=C(C7=C6C=CC=C7)C=8C3=CNC8O)C)=C1,Cosine,AKT2
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0.78,N1=CN=C(C2=CC(=C(C=C12)OC)OC)NC=3C=CC(=CC3)OCC=4C=CC=CC4,Cosine,AKT2
NC(=N)NN=Cc1c(Cl)cccc1Cl,0.38,C=1(NC2=CC=CC=C2N1)NN=CC3=CNC4=C3C=CC=C4,Cosine,AKT2
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3ccccc3-c4ccccc4C1=O,0.46,C=12C3=C(C4=C5C1N(C6=CC=CC=C26)[C@]7(O[C@@H](N5C=8C=CC=CC48)C[C@H]([C@H]7OC)N(C(=O)C=9C=CC=CC9)C)C)C(NC3)=O,Cosine,AKT2
CCS(=O)(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccccn3)C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC,0.41,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1,Cosine,AKT2
NC(=N)NCc1cccc(I)c1,0.58,BrC1=CC=C(CNC(=O)NC2=CC=3C(=NNC3)C=C2)C=C1,Cosine,AKT2
CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.45,FC=1C(NC2C(C3CC2C=C3)C(=O)N)=NC(NC4=CC(=C(N5CCN(CC5)C)C=C4)C)=NC1,Cosine,AKT2
COc1ccccc1NC(=O)N[C@@H]1CC[C@@H](CC(=O)NCc2ccc(Cl)c(Cl)c2)O[C@H]1CO,0.0,C1CCOC=2N=C(NC(NC=3C=C(C(=CC3OCC1)OCCO)Cl)=O)C=NC2C#N,Cosine,AKT2
CC(C)NC(=O)N(C)C[C@@H]1OCc2cn(CCCC(=O)N(C[C@@H]1C)[C@@H](C)CO)nn2,0.43,O=C1N(N(C2=NC(=NC=C2N1C)NC3=C(OC)C=C(C=C3)C(=O)NC4CCN(CC4)C)C5CCCC5)CC,Cosine,AKT2
COC(=O)C[C@H]1O[C@H](CO)[C@@H](NC(=O)Nc2ccc(cc2)C(F)(F)F)C=C1,0.5,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,Cosine,AKT2
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O,0.74,CC=1C=NC=C2C=CC=C(C12)S(N3CCCN(C[C@H]3C)C(CN)=O)(=O)=O,Cosine,AKT2
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.38,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,Cosine,AKT2
CS(=O)(=O)N(CC(=O)O)c1ccc(cc1)C2(CC3CC4CC(C3)C2)C4,0.0,S(=O)(=O)(N(C1CC1)CC2=CC=3N4C(C(O)=NC3C=C2)=CC=C4)C,Cosine,AKT2
CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)c3cccc(c3)C(=O)N(C)C,0.45,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Cosine,AKT2
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.27,C=1C(=C(C(C2=CC=CC=C2)=NC1NC(C)=O)C#N)N,Cosine,AKT2
O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,0.65,O=C(N1CCOCC1)C2=CC(C=3C=C4C(=NC3)NC=C4)=CC=C2,Cosine,AKT2
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,0.44,C1(O[C@@H](CC(C(=CC([C@H]([C@H](C([C@@H](C[C@@H](C=CC=CC=C([C@H](C[C@H]2O[C@](C(C(N3[C@H]1CCCC3)=O)=O)(O)[C@@H](CC2)C)OC)C)C)C)=O)OC)O)C)C)=O)[C@@H](C[C@H]4C[C@@H](OC)[C@H](O)CC4)C)=O,Cosine,AKT2
CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO,0.31,O1C(=NC=2C1=CC=CC2)NC3=CC=C(C=4C=5C(=C(O)NC5)C=C(OCCCN(C)C)C4)C=C3,Cosine,AKT2
Ic1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCCNC(=O)c1cccs1,0.5,C1=C(C(NC=2C(=CC=CC2Cl)C)=O)SC(NC3=CC(=NC(C)=N3)N4CCN(CCO)CC4)=N1,Cosine,AKT2
OC(=O)CCc1cc(I)c(O)c(I)c1,0.32,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,Cosine,AKT2
CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc4OCOc4c3)O[C@H]2COc2ccc(NC(=O)c3ccccc3F)cc2C1=O,0.47,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Cosine,AKT2
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)C5CCCCC5)cccc4C1=O,0.51,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Cosine,AKT2
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)C5CCCCC5)cccc4C1=O,0.51,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Cosine,AKT2
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F,0.57,S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Cosine,AKT2
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCCN3CCC(CC3)(c4ccccc4)c5ccccc5)C,0.46,C1=CC2=C(N=C(N2CCN3CCOCC3)NC(=O)C=4C=CC=C(C4)N(=O)=O)C=C1,Cosine,AKT2
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3cc(Br)ccc3S1(=O)=O,0.46,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1,Cosine,AKT2
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45,0.61,CC=1C=NC=C2C=CC=C(C12)S(N3CCCN(C[C@H]3C)C(CN)=O)(=O)=O,Cosine,AKT2
COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1OC(=O)C(C)(CO)CO,0.92,C1(O[C@@H](CC(C(=CC([C@H]([C@H](C([C@@H](C[C@@H](C=CC=CC=C([C@H](C[C@H]2O[C@](C(C(N3[C@H]1CCCC3)=O)=O)(O)[C@@H](CC2)C)OC)C)C)C)=O)OC)O)C)C)=O)[C@@H](C[C@H]4C[C@@H](OC)[C@H](O)CC4)C)=O,Cosine,AKT2
Oc1cc2ccccc2cc1-c1nnc(SCC#CCOC(=O)c2ccc(F)cc2)o1,0.38,S1C2=C(C(OC3=CC=C(C(F)(F)F)C=C3)=CN=C2)C=C1C=4OC(=NN4)C,Cosine,AKT2
FC(F)Oc1ccc(cc1OCC2CC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl,0.0,ClC=1C(OC)=CC(OC)=C(NC2=NN3C(=NN=C3C=C2)C=4C=CC=CC4)C1,Cosine,AKT2
COc1ccccc1c2ccc3c(O[C@H](CN(C)C(=O)c4cccnc4)[C@H](C)CN([C@H](C)CO)S3(=O)=O)c2,0.56,CC=1C=NC=C2C=CC=C(C12)S(N3CCCN(C[C@H]3C)C(CN)=O)(=O)=O,Cosine,AKT2
CN1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)NC3CCC3)CC[C@H]12,0.19,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Cosine,AKT2
FC(F)(F)c1ccc2Sc3ccccc3Nc2c1,0.36,S1C2=C(C(C=3C=C(C=C(C3)C(F)(F)F)C(F)(F)F)=CN=C2)C=C1C(=O)N,Cosine,AKT2
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,0.95,C1=2C(=NC=NC1=CC(=C(C2)OCC)OCC)NC=3C=C(Br)C=CC3,Cosine,AKT2
